Scientific Name                              ,PLANTS Floristic Area,State and Province,Category,Duration,Growth Habit,Native Status,Active Growth Period,After Harvest Regrowth Rate,Bloom Period
Boehmeria cylindrica,"NA (L48, CAN), PR","CAN(NB, ON, QC), USA+(PR), USA(AL, AR, AZ, CA, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NE, NH, NJ, NM, NY, OH, OK, PA, RI, SC, SD, TN, TX, UT, VA, VT, WI, WV)",Dicot,Perennial,Forb/herb,L48(N)PR(N)CAN(N),Spring,Slow,Indeterminate
Boehmeria densiflora,,,Dicot,Perennial,,,,,
Boehmeria grandis,HI,USA(HI),Dicot,Perennial,"Subshrub, Shrub",HI(N),,,
Boehmeria nivea,"NA (L48), PR","USA+(PR), USA(AL, CA, DC, FL, GA, LA, MD, MS, SC, TX, VA)",Dicot,Perennial,"Forb/herb, Subshrub",L48(I)PR(I),,,
Boehmeria repens,PR,USA+(PR),Dicot,Perennial,Forb/herb,PR(N),,,
Boerhavia,"NA (L48, PB)","USA+(PR, VI), USA(AL, AR, AZ, CA, CO, FL, FM, GA, HI, LA, MD, MH, MO, MS, NAV, NC, NM, NV, OK, PW, SC, TN, TX, UM, UT, VA)",Dicot,,,L48(N),,,
Boerhavia acutifolia,HI,USA(HI),Dicot,Perennial,Forb/herb,HI(N),,,
Boerhavia albiflora,NA (GU),"USA(FM, MH, UM)",Dicot,Perennial,Forb/herb,L48(N),,,
Boerhavia albiflora var. powelliae,NA (GU),"USA(FM, MH, UM)",Dicot,Perennial,Forb/herb,L48(N),,,
Boerhavia anisophylla,NA (L48),USA(TX),Dicot,Perennial,Forb/herb,L48(N),,,
Boerhavia coccinea,"NA (L48), HI, PR, VI","USA+(PR, VI), USA(AL, AZ, CA, FL, GA, HI, LA, MD, NC, NM, SC, TX, VA)",Dicot,Perennial,Forb/herb,L48(N)HI(I)PR(N)VI(N),,,
Boerhavia coulteri,NA (L48),"USA(AZ, CA, NM)",Dicot,"Annual, Perennial",Forb/herb,L48(N),,,
Boerhavia diffusa,"NA (L48), PR, VI","USA+(PR, VI), USA(AL, CA, FL, GA, LA, NC, SC, TX)",Dicot,"Annual, Perennial",Forb/herb,L48(N)PR(N)VI(N),,,
Boerhavia erecta,"NA (L48, NAV), PR, VI","USA+(PR, VI), USA(AL, AR, AZ, CO, FL, GA, LA, MD, MO, MS, NAV, NC, NM, OK, SC, TN, TX)",Dicot,"Annual, Perennial",Forb/herb,L48(N)PR(N)VI(N),,,
Boerhavia gracillima,NA (L48),"USA(AZ, NM, TX)",Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Boerhavia herbstii,HI,USA(HI),Dicot,Perennial,Forb/herb,HI(N),,,
Boerhavia intermedia,NA (L48),"USA(AZ, CA, NM, NV, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Boerhavia linearifolia,NA (L48),"USA(NM, TX)",Dicot,Perennial,"Subshrub, Shrub, Forb/herb",L48(N),,,
Boerhavia mathisiana,NA (L48),USA(TX),Dicot,Perennial,Forb/herb,L48(N),,,
Boerhavia megaptera,NA (L48),USA(AZ),Dicot,Annual,Forb/herb,L48(N),,,
Boerhavia pterocarpa,NA (L48),"USA(AZ, NM)",Dicot,Annual,Forb/herb,L48(N),,,
Boerhavia purpurascens,NA (L48),"USA(AZ, NM, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Boerhavia repens,"NA (GU), HI","USA(HI, UM)",Dicot,Perennial,Forb/herb,L48(N)HI(N),,,
Boerhavia scandens,"NA (L48, NAV), PR, VI","USA+(PR, VI), USA(AZ, NAV, NM, TX)",Dicot,Perennial,"Vine, Forb/herb",L48(N)PR(N)VI(N),,,
Boerhavia spicata,NA (L48),"USA(AZ, NM, TX, UT)",Dicot,Annual,Forb/herb,L48(N),,,
Boerhavia tetrandra,"NA (GU, PB)","USA(PW, UM)",Dicot,,Forb/herb,L48(N),,,
Boerhavia triquetra,NA (L48),"USA(AZ, CA)",Dicot,Annual,Forb/herb,L48(N),,,
Boerhavia wrightii,NA (L48),"USA(AZ, CA, NM, NV, TX)",Dicot,Annual,Forb/herb,L48(N),,,
Boesenbergia,,,Monocot,,,,,,
Boesenbergia rotunda,,,Monocot,,,,,,
Bolandra,NA (L48),"USA(CA, ID, OR, WA)",Dicot,,,L48(N),,,
Bolandra californica,NA (L48),USA(CA),Dicot,Perennial,Forb/herb,L48(N),,,
Bolandra oregana,NA (L48),"USA(ID, OR, WA)",Dicot,Perennial,Forb/herb,L48(N),,,
Bolbitis,"PR, VI","USA+(PR, VI)",Fern,,,,,,
Bolbitis aliena,PR,USA+(PR),Fern,Perennial,Forb/herb,PR(N),,,
Bolbitis nicotianifolia,"PR, VI","USA+(PR, VI)",Fern,Perennial,"Vine, Forb/herb",PR(N)VI(N),,,
Bolbitis pergamentacea,PR,USA+(PR),Fern,Perennial,Forb/herb,PR(N),,,
Bolbitis portoricensis,PR,USA+(PR),Fern,Perennial,Forb/herb,PR(N),,,
Bolbitis quoyana,,,Fern,Perennial,Forb/herb,,,,
Bolboschoenus,"NA (L48, AK, CAN, SPM), HI","CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA(SB), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, HI, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Monocot,,,"CAN(I,N)SPM(I,N)NA(I,N)",,,
Bolboschoenus fluviatilis,"NA (L48, CAN)","CAN(AB, BC, MB, NB, ON, QC, SK), USA(AL, AZ, CA, CO, CT, DC, DE, IA, ID, IL, IN, KS, KY, MA, MD, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NY, OH, OK, OR, PA, SD, TN, UT, VA, VT, WA, WI, WV)",Monocot,Perennial,Graminoid,L48(N)CAN(N),,,
Bolboschoenus glaucus,NA (L48),"USA(CA, ID, NJ, NY, OR)",Monocot,Perennial,Graminoid,L48(I),,,
Bolboschoenus maritimus,"NA (L48, AK, CAN, SPM), HI","CAN(AB, BC, MB, NB, NF, NS, NT, ON, PE, QC, SK), FRA(SB), USA(AK, AZ, CA, CO, CT, HI, IA, ID, IL, KS, LA, MA, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SD, TX, UT, VA, VT, WA, WY)",Monocot,Perennial,Graminoid,L48(N)AK(N)HI(N)CAN(N)SPM(I),,,
Bolboschoenus maritimus ssp. maritimus,"NA (L48, CAN)","CAN(NB, ON, PE, QC), USA(ME)",Monocot,Perennial,Graminoid,L48(N?)CAN(NI),,,
Bolboschoenus maritimus ssp. paludosus,"NA (L48, AK, CAN), HI","CAN(AB, BC, MB, NB, NS, NT, ON, PE, QC, SK), USA(AK, AZ, CA, CO, CT, HI, IA, ID, IL, KS, MA, ME, MI, MN, MO, MT, ND, NE, NH, NJ, NM, NV, NY, OK, OR, RI, SD, TX, UT, WA, WY)",Monocot,Perennial,Graminoid,L48(N)AK(N)HI(N)CAN(N),,,
Bolboschoenus novae-angliae,NA (L48),"USA(CT, DE, GA, MA, MD, ME, NC, NH, NJ, NY, RI, VA)",Monocot,Perennial,Graminoid,L48(N),,,
Bolboschoenus robustus,NA (L48),"USA(AL, AR, CA, CT, DE, FL, GA, LA, MA, MD, ME, MS, NC, NH, NJ, NY, PA, RI, SC, TX, VA, VT)",Monocot,Perennial,Graminoid,L48(N),,,
Boltonia,NA (L48),"CAN(MB, SK), USA(AL, AR, CT, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WI)",Dicot,,,L48(N)CAN(N),,,
Boltonia apalachicolensis,NA (L48),USA(FL),Dicot,Perennial,Forb/herb,L48(N),,,
Boltonia asteroides,"NA (L48, CAN)","CAN(MB, SK), USA(AL, AR, CT, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, ND, NE, NJ, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, VA, VT, WI)",Dicot,Perennial,Forb/herb,L48(N)CAN(N),Summer,Slow,Mid Summer
Boltonia asteroides var. asteroides,NA (L48),"USA(AL, DE, FL, GA, LA, MD, MS, NC, NJ, NY, PA, SC, TX, VA)",Dicot,Perennial,Forb/herb,L48(N),,,
Boltonia asteroides var. latisquama,NA (L48),"USA(AR, CT, IA, KS, MA, ME, MN, MO, ND, NE, OK, RI, SD, VT, WI)",Dicot,Perennial,Forb/herb,L48(N),,,
Boltonia asteroides var. recognita,"NA (L48, CAN)","CAN(MB, SK), USA(AR, CT, IA, ID, IL, IN, KS, KY, MA, ME, MI, MN, MO, NC, ND, NE, NJ, NY, OH, OK, OR, RI, SD, TN, WI)",Dicot,Perennial,Forb/herb,L48(N)CAN(N),,,
Boltonia caroliniana,NA (L48),"USA(GA, MS, NC, SC, VA)",Dicot,Perennial,Forb/herb,L48(N),,,
Boltonia decurrens,NA (L48),"USA(IA, IL, MO)",Dicot,Perennial,Forb/herb,L48(N),,,
Boltonia diffusa,NA (L48),"USA(AL, AR, FL, GA, IL, KY, LA, MO, MS, NC, OK, SC, TN, TX)",Dicot,Perennial,Forb/herb,L48(N),,,
Boltonia diffusa var. diffusa,NA (L48),"USA(AL, AR, FL, GA, IL, LA, MO, MS, NC, OK, SC, TX)",Dicot,Perennial,Forb/herb,L48(N),,,
Boltonia diffusa var. interior,NA (L48),"USA(AR, IL, KY, MO, MS, OK, TN)",Dicot,Perennial,Forb/herb,L48(N),,,
Boltonia lautureana,,,Dicot,,,,,,
Boltonia montana,NA (L48),"USA(NJ, PA, VA)",Dicot,Perennial,Forb/herb,L48(N),,,
Bomarea,,,Monocot,,,,,,
Bomarea kalbreyeri,,,Monocot,,,,,,
Bombax,,,Dicot,,,,,,
Bombax ceiba,,,Dicot,,,,,,
Bombycilaena,,,Dicot,,,,,,
Bommeria,NA (L48),"USA(AZ, NM, TX)",Fern,,,L48(N),,,
Bommeria hispida,NA (L48),"USA(AZ, NM, TX)",Fern,Perennial,Forb/herb,L48(N),,,
Bonamia,NA (L48),"USA(FL, HI, TX)",Dicot,,,L48(N),,,
Bonamia grandiflora,NA (L48),USA(FL),Dicot,Perennial,"Forb/herb, Vine",L48(N),,,
Bonamia menziesii,HI,USA(HI),Dicot,Perennial,Vine,HI(N),,,
Bonamia ovalifolia,NA (L48),USA(TX),Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Bonamia repens,NA (L48),USA(TX),Dicot,Perennial,"Subshrub, Forb/herb",L48(N),,,
Bontia,NA (L48),"USA+(PR, VI), USA(FL)",Dicot,,,L48(N),,,
Bontia daphnoides,"NA (L48), PR, VI","USA+(PR, VI), USA(FL)",Dicot,Perennial,"Tree, Shrub",L48(N)PR(N)VI(N),,,
Borago,NA (L48),"CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), USA(AK, CA, CT, DC, IL, MA, MD, ME, MI, MN, MT, ND, NH, NJ, NY, OH, OR, PA, RI, TN, UT, VA, VT, WA, WI, WV)",Dicot,,,L48(I)CAN(W),,,
Borago officinalis,"NA (L48, AK, CAN)","CAN(AB, BC, MB, NB, NF, NS, ON, PE, QC, SK), USA(AK, CA, CT, DC, IL, MA, MD, ME, MI, MN, MT, ND, NH, NJ, NY, OH, OR, PA, RI, TN, UT, VA, VT, WA, WI, WV)",Dicot,Annual,Forb/herb,L48(I)AK(I)CAN(W),,,
Borassus,,,Monocot,,,,,,
Borassus aethiopum,,,Monocot,,,,,,
Borassus flabellifer,,,Monocot,,,,,,
Borinda,,,Monocot,,,,,,
Borinda fungosa,,,Monocot,,Graminoid,,,,
Boronia,,,Dicot,,,,,,
Boronia megastigma,,,Dicot,,,,,,
Borrichia,NA (L48),"USA+(PR, VI), USA(AL, FL, GA, LA, MD, MS, NC, SC, TX, VA)",Dicot,,,L48(N),,,
Borrichia ×cubana,NA (L48),USA(FL),Dicot,Perennial,"Subshrub, Shrub",L48(N),,,
Borrichia arborescens,"NA (L48), PR, VI","USA+(PR, VI), USA(FL)",Dicot,Perennial,Subshrub,L48(N)PR(N)VI(N),,,
Borrichia frutescens,NA (L48),"USA(AL, FL, GA, LA, MD, MS, NC, SC, TX, VA)",Dicot,Perennial,Subshrub,L48(N),Spring,,Indeterminate
Borzicactus,,,Dicot,,,,,,
Boschniakia,NA (L48),"CAN(AB, BC, NT, YT), USA(AK, CA, OR, WA)",Dicot,,,L48(N)CAN(N),,,
Boschniakia hookeri,"NA (L48, CAN)","CAN(BC), USA(CA, OR, WA)",Dicot,Perennial,Forb/herb,L48(N)CAN(N),,,
Boschniakia rossica,"NA (AK, CAN)","CAN(AB, BC, NT, YT), USA(AK)",Dicot,Perennial,Forb/herb,AK(N)CAN(N)NA(N),,,
Boschniakia strobilacea,NA (L48),"USA(CA, OR)",Dicot,Perennial,Forb/herb,L48(N),,,
Boscia,,,Dicot,,,,,,
Boscia senegalensis,,,Dicot,,,,,,
Bossiaea,,,Dicot,,,,,,
Bossiaea buxifolia,,,Dicot,,,,,,
Bossiaea foliosa,,,Dicot,,,,,,
Boswellia,,,Dicot,,,,,,
Boswellia frereana,,,Dicot,,,,,,
Boswellia papyrifera,,,Dicot,,,,,,
Boswellia sacra,,,Dicot,,,,,,
Boswellia serrata,,,Dicot,,,,,,
Bothriochloa,"NA (L48, PB)","USA+(PR, VI), USA(AL, AR, AZ, CA, CO, FL, GA, HI, IL, IN, KS, KY, LA, MD, MO, MS, NAV, NE, NM, NV, NY, OH, OK, PW, SC, TN, TX, UM, UT)",Monocot,,,"L48(I,N)",,,
Bothriochloa alta,NA (L48),"USA(NM, TX)",Monocot,Perennial,Graminoid,L48(N),,,
Bothriochloa ambigua,,,Monocot,,Graminoid,,,,
Bothriochloa barbinodis,"NA (L48), HI","USA(AZ, CA, CO, FL, HI, NM, NV, OK, SC, TX, UT)",Monocot,Perennial,Graminoid,L48(N)HI(I),Summer and Fall,Moderate,Indeterminate
Bothriochloa bladhii,"NA (L48, GU, PB), HI","USA(CO, FL, HI, KS, LA, MO, NE, NM, OH, OK, PW, TX)",Monocot,Perennial,Graminoid,L48(I)HI(I),Summer,Rapid,Mid Summer
Bothriochloa bladhii ssp. glabra,,,Monocot,,Graminoid,,,,
Bothriochloa decipiens,,,Monocot,,Graminoid,,,,
Bothriochloa edwardsiana,NA (L48),USA(TX),Monocot,Perennial,Graminoid,L48(N),,,
Bothriochloa erianthoides,,,Monocot,,Graminoid,,,,
Bothriochloa exaristata,NA (L48),"USA(LA, TX)",Monocot,Perennial,Graminoid,L48(N),,,
Bothriochloa hybrida,NA (L48),"USA(GA, LA, TX)",Monocot,Perennial,Graminoid,L48(N),,,
Bothriochloa insculpta,,,Monocot,,Graminoid,,,,
Bothriochloa ischaemum,"NA (L48), PR, VI","USA+(PR, VI), USA(AL, AR, AZ, CA, CO, FL, GA, KS, LA, MS, NM, NY, OH, OK, SC, TN, TX, UT)",Monocot,Perennial,Graminoid,L48(I)PR(I)VI(I),,,
Bothriochloa ischaemum var. ischaemum,NA (L48),"USA(NM, TX)",Monocot,Perennial,Graminoid,L48(I),Summer,Rapid,Mid Summer
Bothriochloa ischaemum var. songarica,"NA (L48), PR, VI","USA+(PR, VI), USA(AL, AR, AZ, CA, CO, FL, KS, LA, MS, NM, NY, OK, SC, TN, TX, UT)",Monocot,Perennial,Graminoid,L48(I)PR(I)VI(I),Summer,Rapid,Early Summer
Bothriochloa laguroides,"NA (L48), HI","USA(AL, AR, AZ, CA, CO, FL, GA, HI, IL, IN, KS, KY, LA, MO, MS, NE, NM, NV, OH, OK, SC, TN, TX, UT)",Monocot,Perennial,Graminoid,"L48(I,N)HI(I)",,,
Bothriochloa laguroides ssp. laguroides,HI,USA(HI),Monocot,Perennial,Graminoid,HI(I),,,
Bothriochloa laguroides ssp. torreyana,NA (L48),"USA(AL, AR, AZ, CA, CO, FL, GA, IL, IN, KS, KY, LA, MO, MS, NE, NM, NV, OK, SC, TN, TX, UT)",Monocot,Perennial,Graminoid,L48(N),,,
Bothriochloa longipaniculata,NA (L48),"USA(LA, MS, TX)",Monocot,Perennial,Graminoid,L48(N),,,
Bothriochloa pertusa,"NA (L48, GU, NAV), HI, PR, VI","USA+(PR, VI), USA(FL, HI, LA, MD, MS, NAV, TX, UM)",Monocot,Perennial,Graminoid,L48(I)HI(I)PR(I)VI(I),Spring and Summer,Rapid,Indeterminate
Bothriochloa saccharoides,PR,"USA+(PR), USA(TX)",Monocot,Perennial,Graminoid,PR(N),Summer,Moderate,Summer
Bothriochloa springfieldii,NA (L48),"USA(AZ, CO, LA, NM, TX, UT)",Monocot,Perennial,Graminoid,L48(N),,,
Bothriochloa wrightii,NA (L48),"USA(AZ, NM, TX)",Monocot,Perennial,Graminoid,L48(N),,,
Bothriospermum,HI,USA(HI),Dicot,,,,,,
Bothriospermum tenellum,HI,USA(HI),Dicot,"Annual, Biennial",Forb/herb,HI(I),,,
Botrychium,"GL (L48, GL)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, NU, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA+(PR)",Fern,,,L48(N)CAN(N)GL(N)SPM(N),,,
Botrychium ×watertonense,NA (CAN),CAN(AB),Fern,Perennial,Forb/herb,CAN(N)NA(N),,,
Botrychium acuminatum,"NA (L48, CAN)","CAN(ON), USA(MI, MN)",Fern,Perennial,Forb/herb,L48(N)CAN(N),,,
Botrychium alaskense,"NA (AK, CAN)","CAN(YT), USA(AK)",Fern,Perennial,Forb/herb,AK(N)CAN(N)NA(N),,,
Botrychium ascendens,"NA (L48, AK, CAN)","CAN(AB, BC, ON, QC, YT), USA(AK, CA, ID, MN, MT, NV, OR, WA, WY)",Fern,Perennial,Forb/herb,L48(N)AK(N)CAN(N),,,
Botrychium biternatum,NA (L48),"USA(AL, AR, CT, DC, DE, FL, GA, IL, IN, KY, LA, MD, MO, MS, NC, OH, OK, PA, SC, TN, TX, VA, WV)",Fern,Perennial,Forb/herb,L48(N),,,
Botrychium boreale,"NA (CAN, GL)","CAN(AB, BC, QC), DEN(GL)",Fern,Perennial,Forb/herb,CAN(N)GL(N)NA(N),,,
Botrychium campestre,"NA (L48, CAN)","CAN(AB, NB, ON, QC, SK), USA(CO, IA, ID, IL, MI, MN, MT, ND, NE, NY, OR, SD, WA, WI, WY)",Fern,Perennial,Forb/herb,L48(N)CAN(N),,,
Botrychium crenulatum,"NA (L48, CAN)","CAN(AB, BC), USA(AZ, CA, ID, MT, NV, OR, UT, WA, WY)",Fern,Perennial,Forb/herb,L48(N)CAN(N),,,
Botrychium dissectum,"NA (L48, CAN)","CAN(NB, NS, ON, PE, QC), USA(AL, AR, CT, DC, DE, FL, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, NC, NH, NJ, NY, OH, OK, PA, RI, SC, TN, TX, VA, VT, WI, WV)",Fern,Perennial,Forb/herb,L48(N)CAN(N),,,
Botrychium echo,NA (L48),"USA(AZ, CO, NM, UT)",Fern,Perennial,Forb/herb,L48(N),,,
Botrychium gallicomontanum,NA (L48),USA(MN),Fern,Perennial,Forb/herb,L48(N),,,
Botrychium hesperium,"NA (L48, CAN)","CAN(AB, BC, ON, SK), USA(AZ, CO, MI, MN, MT, NM, OR, UT, WA, WY)",Fern,Perennial,Forb/herb,L48(N)CAN(N),,,
Botrychium jenmanii,"NA (L48), PR","USA+(PR), USA(AL, FL, GA, KY, LA, MD, MS, NC, SC, TN, VA)",Fern,Perennial,Forb/herb,L48(N)PR(N),,,
Botrychium lanceolatum,"NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, NB, NF, NS, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AZ, CA, CO, CT, ID, KY, MA, MD, ME, MI, MN, MT, NC, NH, NJ, NM, NV, NY, OH, OR, PA, RI, TN, UT, VA, VT, WA, WI, WV, WY)",Fern,Perennial,Forb/herb,L48(N)AK(N)CAN(N)GL(N)SPM(N),Spring,Slow,
Botrychium lanceolatum var. angustisegmentum,"NA (L48, CAN, SPM)","CAN(NB, NF, NS, ON, PE, QC, SK), FRA(SB), USA(CT, KY, MA, MD, ME, MI, MN, MT, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV)",Fern,Perennial,Forb/herb,L48(N)CAN(N)SPM(N),,,
Botrychium lanceolatum var. lanceolatum,"NA (L48, AK, CAN, GL)","CAN(AB, BC, LB, NF, QC, SK, YT), DEN(GL), USA(AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)",Fern,Perennial,Forb/herb,L48(N)AK(N)CAN(N)GL(N),,,
Botrychium lineare,"NA (L48, AK, CAN)","CAN(AB, NB, QC), USA(AK, CA, CO, ID, MT, NM, OR, WA)",Fern,Perennial,Forb/herb,L48(N)AK(N)CAN(N),,,
Botrychium lunaria,"NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, MB, NF, NS, NT, NU, ON, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AZ, CA, CO, ID, ME, MI, MN, MT, ND, NH, NM, NV, NY, OR, PA, SD, UT, VT, WA, WI, WY)",Fern,Perennial,Forb/herb,L48(N)AK(N)CAN(N)GL(N)SPM(N),Spring,Slow,
Botrychium lunarioides,NA (L48),"USA(AL, AR, FL, GA, LA, MS, NC, OK, SC, TX)",Fern,Perennial,Forb/herb,L48(N),,,
Botrychium matricariifolium,"NA (L48, CAN, SPM)","CAN(LB, MB, NB, NF, NS, ON, PE, QC), FRA(SB), USA(CT, DC, DE, IA, IL, IN, KY, MA, MD, ME, MI, MN, NC, ND, NH, NJ, NY, OH, PA, RI, SD, TN, VA, VT, WI, WV)",Fern,Perennial,Forb/herb,L48(N)CAN(N)SPM(N),,,
Botrychium minganense,"NA (L48, AK, CAN)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, QC, SK), USA(AK, AZ, CA, CO, ID, ME, MI, MN, MT, ND, NH, NM, NV, NY, OR, UT, VT, WA, WI, WY)",Fern,Perennial,Forb/herb,L48(N)AK(N)CAN(N),,,
Botrychium montanum,"NA (L48, CAN)","CAN(BC), USA(CA, ID, MT, OR, WA)",Fern,Perennial,Forb/herb,L48(N)CAN(N),,,
Botrychium mormo,"NA (L48, CAN)","CAN(QC), USA(MI, MN, WI)",Fern,Perennial,Forb/herb,L48(N)CAN(N),,,
Botrychium multifidum,"NA (L48, AK, CAN, GL, SPM)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), DEN(GL), FRA(SB), USA(AK, AZ, CA, CO, CT, IA, ID, IL, IN, MA, MD, ME, MI, MN, MT, NC, ND, NH, NJ, NM, NV, NY, OH, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY)",Fern,Perennial,Forb/herb,L48(N)AK(N)CAN(N)GL(N)SPM(N),,,
Botrychium oneidense,"NA (L48, CAN)","CAN(NB, ON, QC), USA(CT, DE, IL, IN, KY, MA, MD, ME, MI, MN, NC, NH, NJ, NY, OH, PA, RI, TN, VA, VT, WI, WV)",Fern,Perennial,Forb/herb,L48(N)CAN(N),,,
Botrychium pallidum,"NA (L48, CAN)","CAN(AB, MB, ON, QC, SK), USA(CO, ME, MI, MN, MT)",Fern,Perennial,Forb/herb,L48(N)CAN(N),,,
Botrychium paradoxum,"NA (L48, CAN)","CAN(AB, BC, SK), USA(ID, MT, OR, UT, WA)",Fern,Perennial,Forb/herb,L48(N)CAN(N),,,
Botrychium pedunculosum,"NA (L48, AK, CAN)","CAN(AB, BC, QC, SK), USA(AK, ID, MT, OR, WA)",Fern,Perennial,Forb/herb,L48(N)AK(N)CAN(N),,,
Botrychium pinnatum,"NA (L48, AK, CAN, GL)","CAN(AB, BC, MB, NT, SK, YT), DEN(GL), USA(AK, AZ, CA, CO, ID, MT, NM, NV, OR, UT, WA, WY)",Fern,Perennial,Forb/herb,L48(N)AK(N)CAN(N)GL(N),,,
Botrychium pseudopinnatum,"NA (L48, CAN)","CAN(ON), USA(MN, WI)",Fern,Perennial,Forb/herb,L48(N)CAN(N),,,
Botrychium pumicola,NA (L48),USA(OR),Fern,Perennial,Forb/herb,L48(N),,,
Botrychium robustum,NA (AK),USA(AK),Fern,Perennial,Forb/herb,AK(N),,,
Botrychium rugulosum,"NA (L48, CAN)","CAN(NB, ON, QC), USA(CT, MI, MN, NY, VT, WI)",Fern,Perennial,Forb/herb,L48(N)CAN(N),,,
Botrychium simplex,"NA (L48, AK, CAN, GL)","CAN(AB, BC, NB, NF, NS, NT, ON, PE, QC, SK), DEN(GL), USA(AK, CA, CO, CT, DE, IA, ID, IL, IN, MA, MD, ME, MI, MN, MS, MT, NC, ND, NH, NJ, NV, NY, OH, OR, PA, RI, SD, UT, VA, VT, WA, WI, WV, WY)",Fern,Perennial,Forb/herb,L48(N)AK(N)CAN(N)GL(N),,,
Botrychium spathulatum,"NA (L48, AK, CAN)","CAN(AB, BC, NS, NT, ON, QC, YT), USA(AK, MI, MT, WI)",Fern,Perennial,Forb/herb,L48(N)AK(N)CAN(N),,,
Botrychium tunux,"NA (L48, AK)","USA(AK, NM)",Fern,Perennial,Forb/herb,L48(N)AK(N),,,
Botrychium virginianum,"NA (L48, AK, CAN)","CAN(AB, BC, LB, MB, NB, NF, NS, NT, ON, PE, QC, SK, YT), USA(AK, AL, AR, AZ, CA, CO, CT, DC, DE, FL, GA, IA, ID, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NM, NV, NY, OH, OK, OR, PA, RI, SC, SD, TN, TX, UT, VA, VT, WA, WI, WV, WY)",Fern,Perennial,Forb/herb,L48(N)AK(N)CAN(N),Spring and Summer,,Late Spring
Botrychium yaaxudakeit,NA (AK),USA(AK),Fern,Perennial,Forb/herb,AK(N),,,
Bouchea,NA (L48),"USA+(PR, VI), USA(AL, AZ, NM, TX)",Dicot,,,L48(N),,,
Bouchea linifolia,NA (L48),"USA(NM, TX)",Dicot,Perennial,"Shrub, Subshrub",L48(N),,,
Bouchea prismatica,"NA (L48), PR, VI","USA+(PR, VI), USA(AL, AZ, NM, TX)",Dicot,Annual,Forb/herb,L48(N)PR(N)VI(N),,,
Bouchea spathulata,NA (L48),USA(TX),Dicot,Perennial,"Shrub, Subshrub",L48(N),,,
Bouchetia,NA (L48),"USA(MS, TX)",Dicot,,,L48(N),,,
Bouchetia erecta,NA (L48),"USA(MS, TX)",Dicot,Perennial,Forb/herb,L48(N),,,
Bougainvillea,"NA (L48, PB)","USA+(PR, VI), USA(FL, PW, TX, UM)",Dicot,,,L48(I),,,
Bougainvillea ×buttiana,"NA (GU, PB)","USA(PW, UM)",Dicot,Perennial,Vine,L48(I),,,
Bougainvillea glabra,"NA (L48, GU, PB), PR, VI","USA+(PR, VI), USA(FL, PW, TX)",Dicot,Perennial,"Vine, Shrub",L48(I)PR(I)VI(I),,,
Bougainvillea spectabilis,"NA (GU, PB), PR","USA+(PR), USA(PW, UM)",Dicot,Perennial,Shrub,L48(I)PR(I),,,
Bourreria,NA (L48),"USA+(PR, VI), USA(FL, NAV)",Dicot,,,L48(N),,,
Bourreria cassinifolia,NA (L48),USA(FL),Dicot,Perennial,"Tree, Shrub",L48(N),,,
Bourreria radula,"NA (L48), PR","USA+(PR), USA(FL)",Dicot,Perennial,"Tree, Shrub",L48(N)PR(N),,,
